epoch,loss,lr,mae,mse,val_loss,val_mae,val_mse
18,0.247004434466362,0.001,0.4020463526248932,0.24102060496807098,0.2210359275341034,0.3811469078063965,0.21555237472057343
19,0.24350778758525848,0.001,0.3985433876514435,0.23829959332942963,0.21929281949996948,0.37298133969306946,0.21463966369628906
20,0.24246464669704437,0.001,0.39790916442871094,0.23772001266479492,0.23869985342025757,0.40875545144081116,0.23393286764621735
21,0.24013173580169678,0.001,0.3947133719921112,0.2357516884803772,0.21826858818531036,0.37938910722732544,0.2141270637512207
22,0.23867762088775635,0.001,0.3930507004261017,0.23464424908161163,0.2176646590232849,0.3784298896789551,0.21389652788639069
23,0.23774176836013794,0.001,0.3923618197441101,0.23400908708572388,0.22725991904735565,0.3865562081336975,0.22360438108444214
24,0.23462843894958496,0.001,0.38827261328697205,0.23098652064800262,0.2075052708387375,0.3643400967121124,0.20385561883449554
25,0.23393653333187103,0.001,0.3873545825481415,0.23035849630832672,0.20426508784294128,0.35168591141700745,0.20084044337272644
26,0.2323514074087143,0.001,0.3853994607925415,0.2289929836988449,0.22554942965507507,0.3761962652206421,0.2220638245344162
27,0.23131899535655975,0.001,0.3841177821159363,0.2279544174671173,0.2144032120704651,0.3560589849948883,0.211199551820755
28,0.2303881049156189,0.001,0.3836226165294647,0.2271423041820526,0.21752049028873444,0.37530574202537537,0.2141329050064087
29,0.23005801439285278,0.001,0.38291507959365845,0.22686293721199036,0.20418885350227356,0.35981714725494385,0.2011748105287552
30,0.22828234732151031,0.001,0.3801138997077942,0.22522543370723724,0.2197105437517166,0.36568358540534973,0.21662001311779022
31,0.22754362225532532,0.001,0.3790234625339508,0.2245546132326126,0.20881202816963196,0.3723788261413574,0.20589736104011536
32,0.22671717405319214,0.001,0.37823984026908875,0.2237970232963562,0.20460239052772522,0.3579337000846863,0.2017318606376648
33,0.22569504380226135,0.001,0.3771117627620697,0.22287876904010773,0.20428134500980377,0.3518033027648926,0.20143179595470428
34,0.2246396541595459,0.001,0.37601929903030396,0.2218659371137619,0.2001141905784607,0.3458453416824341,0.19733990728855133
35,0.22408922016620636,0.001,0.3748207092285156,0.22133401036262512,0.20552687346935272,0.34955525398254395,0.2028750777244568
36,0.22333745658397675,0.001,0.3741038143634796,0.22065585851669312,0.1975909024477005,0.3479316234588623,0.19495894014835358
37,0.22414232790470123,0.001,0.3749468922615051,0.22151321172714233,0.20206131041049957,0.3626827299594879,0.1992184817790985
38,0.2213890552520752,0.001,0.37168291211128235,0.21871647238731384,0.19653956592082977,0.34503474831581116,0.1938612312078476
39,0.22116458415985107,0.001,0.371349573135376,0.2185935378074646,0.2071269303560257,0.36713120341300964,0.20463980734348297
40,0.2191593199968338,0.001,0.36921072006225586,0.216631218791008,0.20160908997058868,0.35814183950424194,0.19918599724769592
41,0.2192426472902298,0.001,0.368280827999115,0.21683955192565918,0.20147602260112762,0.35399338603019714,0.19903285801410675
42,0.2178208976984024,0.001,0.36669477820396423,0.21541105210781097,0.19917601346969604,0.3476395010948181,0.1968478113412857
43,0.21745401620864868,0.001,0.36619824171066284,0.21503640711307526,0.1951962113380432,0.3473670184612274,0.19289451837539673
44,0.21728560328483582,0.001,0.36621180176734924,0.2149171084165573,0.19703345000743866,0.34364742040634155,0.1946791559457779
45,0.21583667397499084,0.001,0.3641931116580963,0.21347962319850922,0.1959015429019928,0.35317492485046387,0.1935148537158966
46,0.21486251056194305,0.001,0.3626873791217804,0.2125307321548462,0.19850757718086243,0.3513680696487427,0.19621671736240387
47,0.21427226066589355,0.001,0.3620511591434479,0.21194221079349518,0.19389434158802032,0.34527936577796936,0.19164308905601501
48,0.21405266225337982,0.001,0.3620835542678833,0.2118162214756012,0.1997338831424713,0.3471473753452301,0.19743259251117706
49,0.21431879699230194,0.001,0.36140263080596924,0.21200959384441376,0.19605103135108948,0.33689191937446594,0.19380557537078857
50,0.21116609871387482,0.001,0.35842177271842957,0.2089073807001114,0.19229760766029358,0.3467909097671509,0.19003650546073914
51,0.21263772249221802,0.001,0.3592779040336609,0.21040840446949005,0.1969224214553833,0.3415921628475189,0.19473591446876526
52,0.21103154122829437,0.001,0.35810568928718567,0.20884773135185242,0.19315212965011597,0.3383274972438812,0.19096703827381134
53,0.2104010134935379,0.001,0.3565177619457245,0.20819447934627533,0.19003859162330627,0.32851922512054443,0.18785440921783447
54,0.2095862179994583,0.001,0.35573214292526245,0.2074112594127655,0.18639089167118073,0.32686111330986023,0.18423070013523102
55,0.2095174938440323,0.001,0.35565587878227234,0.20733511447906494,0.19547797739505768,0.3433346450328827,0.19328999519348145
56,0.2081993669271469,0.001,0.3542199730873108,0.20603327453136444,0.20550167560577393,0.35273540019989014,0.2033567726612091
57,0.20868825912475586,0.001,0.35495656728744507,0.20653708279132843,0.18791890144348145,0.3257113993167877,0.18579359352588654
58,0.2067369967699051,0.001,0.35187801718711853,0.20462805032730103,0.19304011762142181,0.3434091806411743,0.1909286081790924
59,0.20711205899715424,0.001,0.35244759917259216,0.20500218868255615,0.18583889305591583,0.32825496792793274,0.1837063580751419
60,0.2058221846818924,0.001,0.35062435269355774,0.20367518067359924,0.18486951291561127,0.32897233963012695,0.18275831639766693
61,0.20467016100883484,0.001,0.34951967000961304,0.2025672197341919,0.18768659234046936,0.3302695155143738,0.18560326099395752
62,0.2053966224193573,0.001,0.3501330018043518,0.20331647992134094,0.18632864952087402,0.3334929049015045,0.18428529798984528
63,0.2038947194814682,0.001,0.3485833704471588,0.20181457698345184,0.18611879646778107,0.32909145951271057,0.18393553793430328
64,0.203135684132576,0.001,0.34721481800079346,0.20102792978286743,0.1828286349773407,0.3293028473854065,0.18071843683719635
65,0.20362544059753418,0.001,0.34768685698509216,0.2015150636434555,0.1836574375629425,0.3215554654598236,0.18160457909107208
66,0.20180371403694153,0.001,0.3456989526748657,0.19975924491882324,0.18197649717330933,0.3273411691188812,0.1799391359090805
67,0.20042365789413452,0.001,0.34390974044799805,0.19840063154697418,0.1825786530971527,0.3208036422729492,0.1805877983570099
68,0.201198011636734,0.001,0.3446451425552368,0.19916945695877075,0.1866776943206787,0.3359127342700958,0.18469339609146118
69,0.20139525830745697,0.001,0.3441953957080841,0.19937588274478912,0.18440376222133636,0.3237730860710144,0.18240676820278168
70,0.1993715912103653,0.001,0.3425374925136566,0.19742132723331451,0.19003072381019592,0.3305712640285492,0.1880550980567932
71,0.19978509843349457,0.001,0.34227150678634644,0.1977856308221817,0.1871861070394516,0.32792484760284424,0.18517965078353882
72,0.19932574033737183,0.001,0.3415091633796692,0.19729633629322052,0.18695876002311707,0.3261788785457611,0.1849437803030014
73,0.19849276542663574,0.001,0.3408046066761017,0.19649767875671387,0.1831672042608261,0.3296477496623993,0.18108388781547546
74,0.19719938933849335,0.001,0.3396022319793701,0.19516052305698395,0.18176527321338654,0.3219428062438965,0.17979863286018372
75,0.19625623524188995,0.001,0.337586909532547,0.19427379965782166,0.18135151267051697,0.31558072566986084,0.1793598085641861
76,0.19647333025932312,0.001,0.33816975355148315,0.19449450075626373,0.18123716115951538,0.3254474401473999,0.17928998172283173
77,0.19547787308692932,0.001,0.33682572841644287,0.19347727298736572,0.18085312843322754,0.3202514052391052,0.17879384756088257
78,0.19513173401355743,0.001,0.33623501658439636,0.19313083589076996,0.18385522067546844,0.32618916034698486,0.18193091452121735
79,0.1946229636669159,0.001,0.33581092953681946,0.19269412755966187,0.18571440875530243,0.32745370268821716,0.18377463519573212
80,0.19334128499031067,0.001,0.3344340920448303,0.1913977712392807,0.18440677225589752,0.3232085108757019,0.1824653595685959
81,0.19277600944042206,0.001,0.33324959874153137,0.19085684418678284,0.18487496674060822,0.3272896409034729,0.18296369910240173
82,0.19248536229133606,0.001,0.3333874046802521,0.1905788779258728,0.1862773448228836,0.32980015873908997,0.18434520065784454
83,0.19160452485084534,0.001,0.33183160424232483,0.1896706521511078,0.1801462322473526,0.3226267695426941,0.17824570834636688
84,0.1909508854150772,0.001,0.331352174282074,0.189042329788208,0.18646039068698883,0.33022481203079224,0.18456622958183289
85,0.19011731445789337,0.001,0.33016034960746765,0.1882239133119583,0.1757647544145584,0.30971816182136536,0.17387819290161133
86,0.19068026542663574,0.001,0.3307313621044159,0.18877938389778137,0.17705929279327393,0.31610316038131714,0.17514637112617493
87,0.18982069194316864,0.001,0.32939162850379944,0.18791329860687256,0.17792929708957672,0.31938260793685913,0.17606505751609802
88,0.18789736926555634,0.001,0.3271887004375458,0.18599024415016174,0.17548346519470215,0.31285256147384644,0.17358095943927765
89,0.18865342438220978,0.001,0.32735928893089294,0.18674032390117645,0.17946510016918182,0.3189675211906433,0.17753693461418152
90,0.18635037541389465,0.001,0.3245156407356262,0.1844490021467209,0.17455355823040009,0.31741660833358765,0.1726984679698944
91,0.18829968571662903,0.001,0.3269531726837158,0.18642772734165192,0.18076668679714203,0.3261087238788605,0.17888234555721283
92,0.1867615282535553,0.001,0.32485631108283997,0.1848643273115158,0.17622143030166626,0.3090590536594391,0.17435070872306824
93,0.18718665838241577,0.001,0.32585030794143677,0.18532530963420868,0.17554494738578796,0.315025269985199,0.17368382215499878
94,0.18541362881660461,0.001,0.32355552911758423,0.1835460662841797,0.17409512400627136,0.3139900267124176,0.17223045229911804
95,0.18473359942436218,0.001,0.32214757800102234,0.18284733593463898,0.173309788107872,0.3118645250797272,0.17141856253147125
96,0.18564322590827942,0.001,0.32380372285842896,0.18376122415065765,0.18142303824424744,0.312626451253891,0.1795140504837036
97,0.1835031807422638,0.001,0.3207903206348419,0.18164756894111633,0.17420539259910583,0.313754141330719,0.1723112314939499
98,0.1840255856513977,0.001,0.32133060693740845,0.1821623593568802,0.17349807918071747,0.31474485993385315,0.17167386412620544
99,0.182739719748497,0.001,0.31960242986679077,0.1809196025133133,0.17196820676326752,0.3072102665901184,0.17011234164237976
100,0.1826336532831192,0.001,0.31923699378967285,0.18080416321754456,0.17102791368961334,0.310424268245697,0.16920359432697296
101,0.18124493956565857,0.001,0.31744757294654846,0.17940956354141235,0.16864822804927826,0.30499324202537537,0.1667911410331726
102,0.18241047859191895,0.001,0.3190775215625763,0.1805802881717682,0.16724024713039398,0.29896828532218933,0.16541045904159546
103,0.17924991250038147,0.001,0.3154256045818329,0.1774274706840515,0.17286469042301178,0.31126365065574646,0.17099346220493317
104,0.18068034946918488,0.001,0.3170238435268402,0.17882385849952698,0.1748621165752411,0.31046584248542786,0.17304226756095886
105,0.18048115074634552,0.001,0.31632569432258606,0.17865510284900665,0.19100187718868256,0.336144357919693,0.18914149701595306
106,0.18004000186920166,0.001,0.3160431981086731,0.1781785935163498,0.18181167542934418,0.31268295645713806,0.17993053793907166
107,0.18004700541496277,0.001,0.31570425629615784,0.17817656695842743,0.16997402906417847,0.29985663294792175,0.16813471913337708
108,0.17866750061511993,0.001,0.31410348415374756,0.1768476516008377,0.1724788248538971,0.3079461455345154,0.17068320512771606
109,0.17837657034397125,0.001,0.314344584941864,0.17655427753925323,0.1768762469291687,0.31698375940322876,0.1749953180551529
110,0.17622928321361542,0.001,0.31083425879478455,0.17437173426151276,0.17190419137477875,0.3026779592037201,0.17010076344013214
111,0.17746293544769287,0.001,0.3123648166656494,0.1756105273962021,0.17163173854351044,0.3074719309806824,0.1697864979505539
112,0.17540739476680756,0.001,0.31054529547691345,0.17352788150310516,0.16921530663967133,0.2996852993965149,0.1673641949892044
113,0.17503121495246887,0.001,0.3093475103378296,0.17317117750644684,0.1669805496931076,0.29876458644866943,0.16512130200862885
114,0.17559370398521423,0.001,0.3096906244754791,0.17374153435230255,0.16580387949943542,0.2969425916671753,0.1639450341463089
115,0.17466236650943756,0.001,0.30798736214637756,0.17279085516929626,0.17132911086082458,0.30305570363998413,0.1694856733083725
116,0.17451238632202148,0.001,0.30782413482666016,0.17267844080924988,0.17042021453380585,0.30553197860717773,0.16857224702835083
117,0.17443764209747314,0.001,0.30801305174827576,0.17261825501918793,0.17876146733760834,0.3096884787082672,0.17695419490337372
118,0.17379038035869598,0.001,0.3070885241031647,0.17191897332668304,0.16625921428203583,0.29669657349586487,0.16439838707447052
119,0.17305122315883636,0.001,0.3059748411178589,0.17121927440166473,0.17144793272018433,0.3038139343261719,0.1696084588766098
120,0.17355948686599731,0.001,0.3071039617061615,0.17172053456306458,0.16960684955120087,0.30568596720695496,0.16777488589286804
121,0.17204135656356812,0.001,0.3051683008670807,0.17021210491657257,0.16473278403282166,0.2941368818283081,0.16288810968399048
122,0.1716529279947281,0.001,0.3040313124656677,0.16981390118598938,0.16799232363700867,0.29722386598587036,0.16612108051776886
123,0.17047254741191864,0.001,0.30293676257133484,0.1686229556798935,0.18035703897476196,0.3092283308506012,0.17856158316135406
124,0.1701323539018631,0.001,0.3019762337207794,0.16832539439201355,0.16483382880687714,0.29550492763519287,0.16299743950366974
125,0.16928543150424957,0.001,0.3011539876461029,0.16745975613594055,0.16696786880493164,0.3002144694328308,0.16511419415473938
126,0.16938777267932892,0.001,0.3014870285987854,0.1675070971250534,0.164987713098526,0.2929290235042572,0.16311374306678772
127,0.1680167019367218,0.001,0.29969415068626404,0.16615931689739227,0.1690816581249237,0.3067035675048828,0.1672438681125641
128,0.17022056877613068,0.001,0.3025670647621155,0.16837207973003387,0.16429352760314941,0.2963661551475525,0.16239483654499054
129,0.16754214465618134,0.001,0.29925355315208435,0.1656893789768219,0.1624414622783661,0.289795458316803,0.16061939299106598
130,0.16800327599048615,0.001,0.2989221215248108,0.16616998612880707,0.162505641579628,0.2930847406387329,0.1606798768043518
131,0.1678651124238968,0.001,0.29884105920791626,0.16605748236179352,0.1657991111278534,0.2935197949409485,0.16397659480571747
132,0.16650646924972534,0.001,0.29754185676574707,0.16468824446201324,0.16932353377342224,0.2982383668422699,0.1674879640340805
133,0.16574545204639435,0.001,0.2963316738605499,0.1639118790626526,0.16586309671401978,0.29502326250076294,0.16401013731956482
134,0.16601209342479706,0.001,0.29654189944267273,0.1641918420791626,0.16489754617214203,0.2884908616542816,0.16309601068496704
135,0.1641371101140976,0.001,0.29384005069732666,0.16233715415000916,0.16680985689163208,0.30251815915107727,0.1650097817182541
136,0.16446489095687866,0.001,0.29443955421447754,0.16266345977783203,0.16773948073387146,0.2954332232475281,0.1659264862537384
137,0.16468657553195953,0.001,0.29486894607543945,0.1628754734992981,0.16272123157978058,0.28934064507484436,0.16089484095573425
138,0.16386514902114868,0.001,0.2937067151069641,0.1620449274778366,0.16626319289207458,0.29446762800216675,0.16444388031959534
139,0.16267164051532745,0.001,0.2920931279659271,0.160817489027977,0.16502030193805695,0.2943454682826996,0.16316264867782593
140,0.1619425117969513,0.001,0.29076096415519714,0.1601306051015854,0.16224072873592377,0.29187721014022827,0.1604396253824234
141,0.16210083663463593,0.001,0.2914891839027405,0.16026873886585236,0.16763615608215332,0.2957783341407776,0.16579937934875488
142,0.16228966414928436,0.001,0.2912349998950958,0.16046158969402313,0.16657395660877228,0.29808560013771057,0.16478027403354645
143,0.16128478944301605,0.001,0.2894171178340912,0.15948079526424408,0.164718896150589,0.2954072058200836,0.16289515793323517
144,0.1608876883983612,0.001,0.2894047498703003,0.15909840166568756,0.15978676080703735,0.28383365273475647,0.15799392759799957
145,0.16073068976402283,0.001,0.28916817903518677,0.15888991951942444,0.16683760285377502,0.28389278054237366,0.1649867594242096
146,0.16126275062561035,0.001,0.2895576059818268,0.1594199389219284,0.1602097898721695,0.2821143567562103,0.1583404839038849
147,0.16005975008010864,0.001,0.28845348954200745,0.1582249104976654,0.16158737242221832,0.27789658308029175,0.15978865325450897
148,0.1597118228673935,0.001,0.2881251275539398,0.15791922807693481,0.16954652965068817,0.29802170395851135,0.1677526980638504
149,0.15960662066936493,0.001,0.2885109484195709,0.1577579826116562,0.15863485634326935,0.2855601906776428,0.15678568184375763
150,0.15779957175254822,0.001,0.2850244641304016,0.15598414838314056,0.15952661633491516,0.2826460599899292,0.15772323310375214
151,0.15754973888397217,0.001,0.28551188111305237,0.15573622286319733,0.15999312698841095,0.2856706380844116,0.15816111862659454
152,0.15669086575508118,0.001,0.28407132625579834,0.15488505363464355,0.16327904164791107,0.28314846754074097,0.16147495806217194
153,0.15599726140499115,0.001,0.28307807445526123,0.15421448647975922,0.1577281951904297,0.27487504482269287,0.15596891939640045
154,0.15672370791435242,0.001,0.2836690843105316,0.15494896471500397,0.16084524989128113,0.2854424715042114,0.1590213030576706
155,0.1571594625711441,0.001,0.28424790501594543,0.1553320437669754,0.15911130607128143,0.2824256718158722,0.1573021411895752
156,0.15557408332824707,0.001,0.28229954838752747,0.1537780910730362,0.1634153425693512,0.28645071387290955,0.16160564124584198
157,0.1549227237701416,0.001,0.28068625926971436,0.15313075482845306,0.16076883673667908,0.2865002155303955,0.15895231068134308
158,0.15384142100811005,0.001,0.27990254759788513,0.15202981233596802,0.1606801152229309,0.28815895318984985,0.1588873714208603
159,0.15514354407787323,0.001,0.28143805265426636,0.15334948897361755,0.15522582828998566,0.2830709218978882,0.15343204140663147
160,0.15528278052806854,0.001,0.281262069940567,0.15351071953773499,0.166608527302742,0.29179900884628296,0.16485679149627686
161,0.15419331192970276,0.001,0.28082507848739624,0.1524183303117752,0.15839476883411407,0.2783161699771881,0.15664461255073547
162,0.15344132483005524,0.001,0.2788703143596649,0.15167295932769775,0.1579570472240448,0.2885865271091461,0.15617309510707855
163,0.15186354517936707,0.001,0.27665019035339355,0.15007098019123077,0.1622253805398941,0.29146596789360046,0.16045750677585602
164,0.15176311135292053,0.001,0.27740204334259033,0.1499761939048767,0.15700626373291016,0.28100821375846863,0.15515798330307007
165,0.15127861499786377,0.001,0.27573874592781067,0.14949296414852142,0.1598021686077118,0.28117650747299194,0.15802691876888275
166,0.15242354571819305,0.001,0.27757635712623596,0.15064029395580292,0.1621875762939453,0.2871719300746918,0.160376638174057
167,0.15271247923374176,0.001,0.2776903808116913,0.15094955265522003,0.1601637601852417,0.283799409866333,0.1583893597126007
168,0.1506107747554779,0.001,0.2751947343349457,0.14880113303661346,0.16330550611019135,0.29014089703559875,0.16151511669158936
169,0.1508590281009674,0.001,0.275431752204895,0.14905418455600739,0.15510855615139008,0.2777477204799652,0.15326403081417084
170,0.14969386160373688,0.001,0.2736608684062958,0.14788654446601868,0.15475992858409882,0.27007970213890076,0.15295517444610596
171,0.14847198128700256,0.001,0.2726432979106903,0.146684929728508,0.15539956092834473,0.28014469146728516,0.15361201763153076
172,0.14949190616607666,0.001,0.2735159695148468,0.14768682420253754,0.15615388751029968,0.2825673818588257,0.15437646210193634
173,0.14944766461849213,0.001,0.2732662558555603,0.1476544886827469,0.15518327057361603,0.27014681696891785,0.15338169038295746
174,0.1484597623348236,0.001,0.2713376581668854,0.14667648077011108,0.1561412662267685,0.27865689992904663,0.15433895587921143
175,0.14849042892456055,0.001,0.2725597620010376,0.14672712981700897,0.1569741815328598,0.2827501595020294,0.15523363649845123
176,0.14753054082393646,0.001,0.2712200880050659,0.14576195180416107,0.15501806139945984,0.27763956785202026,0.15323521196842194
177,0.1478261500597,0.001,0.2708739936351776,0.14604555070400238,0.15700431168079376,0.2822376787662506,0.1551961749792099
178,0.14653562009334564,0.001,0.2695074677467346,0.14474153518676758,0.1600508987903595,0.2797044515609741,0.15823449194431305
179,0.1455739587545395,0.001,0.26833879947662354,0.14376986026763916,0.15409062802791595,0.2704703211784363,0.15229769051074982
180,0.1468968391418457,0.001,0.26966392993927,0.1451084166765213,0.15641869604587555,0.2749917805194855,0.15460988879203796
181,0.1455763280391693,0.001,0.2679639160633087,0.143784299492836,0.15548385679721832,0.27816832065582275,0.15372195839881897
182,0.14512640237808228,0.001,0.2677014470100403,0.14335617423057556,0.15305283665657043,0.28255945444107056,0.15125274658203125
183,0.14560943841934204,0.001,0.2679849863052368,0.14381501078605652,0.15203335881233215,0.26720842719078064,0.1502341330051422
184,0.1458210051059723,0.001,0.26810815930366516,0.14401622116565704,0.15559005737304688,0.2759909927845001,0.15378618240356445
185,0.14527635276317596,0.001,0.2674707770347595,0.1434672325849533,0.1591833382844925,0.27971166372299194,0.15738962590694427
186,0.14507140219211578,0.001,0.26656728982925415,0.14326314628124237,0.15180647373199463,0.2667115032672882,0.15000051259994507
187,0.1438373178243637,0.001,0.26541033387184143,0.14205439388751984,0.15673613548278809,0.27742162346839905,0.15498973429203033
188,0.14498452842235565,0.001,0.26640793681144714,0.14323481917381287,0.1573307067155838,0.2740839123725891,0.15557831525802612
189,0.1428823173046112,0.001,0.2645803391933441,0.14113090932369232,0.15729989111423492,0.27698075771331787,0.1555393487215042
190,0.1438034176826477,0.001,0.26530998945236206,0.14203524589538574,0.15293490886688232,0.27203890681266785,0.1511576622724533
191,0.1432575285434723,0.001,0.2650279998779297,0.14148294925689697,0.15180861949920654,0.26564469933509827,0.15002967417240143
192,0.14216555655002594,0.001,0.26291534304618835,0.14040330052375793,0.1562066674232483,0.26895442605018616,0.15443114936351776
193,0.14098085463047028,0.001,0.26189544796943665,0.13921800255775452,0.15151751041412354,0.27594414353370667,0.14974243938922882
194,0.14080965518951416,0.001,0.26103729009628296,0.1390492171049118,0.15249498188495636,0.27427563071250916,0.1507694572210312
195,0.13951002061367035,0.001,0.2598343789577484,0.13775718212127686,0.15421362221240997,0.2737625539302826,0.15246383845806122
196,0.13976319134235382,0.001,0.25961822271347046,0.13800758123397827,0.16523045301437378,0.27748289704322815,0.16342513263225555
197,0.1406177431344986,0.001,0.26089173555374146,0.1388288289308548,0.16443242132663727,0.27865874767303467,0.1626518964767456
198,0.13978494703769684,0.001,0.26012495160102844,0.1380060911178589,0.1519351303577423,0.27328455448150635,0.15020966529846191
199,0.13938510417938232,0.001,0.2594517171382904,0.13760073482990265,0.1554347425699234,0.2651614844799042,0.15362560749053955
200,0.13931627571582794,0.001,0.2586190104484558,0.13755735754966736,0.15174640715122223,0.26691165566444397,0.14997585117816925
201,0.13837003707885742,0.001,0.25783514976501465,0.13661400973796844,0.15060816705226898,0.258326917886734,0.1488606482744217
202,0.13882502913475037,0.001,0.2582832872867584,0.1370517462491989,0.1514100879430771,0.27088144421577454,0.14964468777179718
203,0.1369813084602356,0.001,0.25585249066352844,0.135231614112854,0.15795914828777313,0.2757413387298584,0.1562238484621048
204,0.13718189299106598,0.001,0.2566133737564087,0.13543516397476196,0.15239477157592773,0.2714404761791229,0.1506492644548416
205,0.13802310824394226,0.001,0.25741928815841675,0.13627925515174866,0.14666686952114105,0.26549068093299866,0.14493431150913239
206,0.13671207427978516,0.001,0.2556056082248688,0.13496166467666626,0.15095706284046173,0.26751962304115295,0.14917953312397003
207,0.1366424709558487,0.001,0.2546922564506531,0.13486340641975403,0.1492706835269928,0.26234784722328186,0.14751887321472168
208,0.13462544977664948,0.001,0.2522653043270111,0.13287851214408875,0.15311315655708313,0.26722848415374756,0.15134303271770477
209,0.13679270446300507,0.001,0.2549162805080414,0.135019913315773,0.15357047319412231,0.2719169855117798,0.1518084555864334
210,0.13495002686977386,0.001,0.2530491054058075,0.1331927478313446,0.1581336408853531,0.2747602164745331,0.1563592106103897
211,0.13524258136749268,0.001,0.2536393702030182,0.13347727060317993,0.15654823184013367,0.27573034167289734,0.1548101007938385
212,0.13402679562568665,0.001,0.2507092356681824,0.13230136036872864,0.15546202659606934,0.2691374123096466,0.15375691652297974
213,0.13532276451587677,0.001,0.25310179591178894,0.1335846334695816,0.15070118010044098,0.2634908854961395,0.1489267498254776
214,0.13486157357692719,0.001,0.252306193113327,0.13310162723064423,0.15175746381282806,0.27075305581092834,0.14999531209468842
215,0.1354629397392273,0.001,0.2534627914428711,0.13371090590953827,0.14601415395736694,0.2625637948513031,0.14426833391189575
216,0.13505060970783234,0.001,0.25227227807044983,0.13327184319496155,0.15110361576080322,0.2732664942741394,0.14932113885879517
217,0.1326475739479065,0.001,0.24911078810691833,0.13088436424732208,0.14823448657989502,0.2668597996234894,0.14647331833839417
218,0.13381148874759674,0.001,0.2509499788284302,0.13206525146961212,0.15563713014125824,0.2692355215549469,0.1538885533809662
219,0.13372474908828735,0.001,0.25089338421821594,0.1319774091243744,0.14697781205177307,0.2616732120513916,0.14520211517810822
220,0.1320580244064331,0.001,0.24854761362075806,0.13030722737312317,0.15104418992996216,0.26608774065971375,0.14930257201194763
221,0.1328825056552887,0.001,0.24954713881015778,0.1311139017343521,0.15229274332523346,0.26606011390686035,0.15053753554821014
222,0.13176800310611725,0.001,0.24892564117908478,0.13000833988189697,0.15034447610378265,0.2646195888519287,0.14857164025306702
223,0.13264770805835724,0.001,0.24923817813396454,0.1309054046869278,0.14694881439208984,0.2647947669029236,0.14524970948696136
224,0.1322021335363388,0.001,0.24855779111385345,0.1304730474948883,0.1505257934331894,0.26691189408302307,0.14876820147037506
225,0.13121359050273895,0.001,0.24692845344543457,0.1294790357351303,0.1515013873577118,0.2659556567668915,0.14977286756038666
226,0.1296960711479187,0.001,0.24552826583385468,0.12798595428466797,0.1519138514995575,0.2615281641483307,0.15019600093364716
227,0.13105998933315277,0.001,0.24710571765899658,0.12932586669921875,0.14899100363254547,0.2676832973957062,0.14724388718605042
228,0.13116632401943207,0.001,0.24633164703845978,0.12940406799316406,0.14881981909275055,0.25996118783950806,0.14704614877700806
229,0.12958869338035583,0.001,0.2448166012763977,0.1278596967458725,0.14513546228408813,0.252685546875,0.14343570172786713
230,0.12945803999900818,0.001,0.24472539126873016,0.12773814797401428,0.15111351013183594,0.26746484637260437,0.14935225248336792
231,0.12828190624713898,0.001,0.2439131885766983,0.12654173374176025,0.1463862955570221,0.2627665400505066,0.14465376734733582
232,0.12885698676109314,0.001,0.24447278678417206,0.12711842358112335,0.14938601851463318,0.2643665671348572,0.14766879379749298
